ID,Adj Close
446,792.714
447,800.876
448,834.281
449,864.54
450,921.984
451,898.822
452,896.183
453,907.61
454,933.198
455,975.921
456,973.497
457,961.238
458,963.743
459,998.325
460,1021.75
461,1043.84
462,1154.73
463,1013.38
464,902.201
465,908.585
466,911.199
467,902.828
468,907.679
469,777.757
470,804.834
471,823.984
472,818.412
473,821.798
474,831.534
475,907.938
476,886.618
477,899.073
478,895.026
479,921.789
480,924.673
481,921.012
482,892.687
483,901.542
484,917.586
485,919.75
486,921.59
487,919.496
488,920.382
489,970.403
490,989.023
491,1011.8
492,1029.91
493,1042.9
494,1027.34
495,1038.15
496,1061.35
497,1063.07
498,994.383
499,988.674
500,1004.45
501,999.181
502,990.642
503,1004.55
504,1007.48
505,1027.44
506,1046.21
507,1054.42
508,1047.87
509,1079.98
510,1115.3
511,1117.44
512,1166.72
513,1173.68
514,1143.84
515,1165.2
516,1179.97
517,1179.97
518,1222.5
519,1251.01
520,1274.99
521,1255.15
522,1267.12
523,1272.83
524,1223.54
525,1150
526,1188.49
527,1116.72
528,1175.83
529,1221.38
530,1231.92
531,1240
532,1249.61
533,1187.81
534,1100.23
535,973.818
536,1036.74
537,1054.23
538,1120.54
539,1049.14
540,1038.59
541,937.52
542,972.779
543,966.725
544,1045.77
545,1047.15
546,1039.97
547,1026.43
548,1071.79
549,1080.5
550,1102.17
551,1143.81
552,1133.25
553,1124.78
554,1182.68
555,1176.9
556,1175.95
557,1187.87
558,1187.13
559,1205.01
560,1200.37
561,1169.28
562,1167.54
563,1172.52
564,1182.94
565,1193.91
566,1211.67
567,1210.29
568,1229.08
569,1222.05
570,1231.71
571,1207.21
572,1250.15
573,1265.49
574,1281.08
575,1317.73
576,1316.48
577,1321.79
578,1347.89
579,1421.6
580,1452.82
581,1490.09
582,1537.67
583,1555.45
584,1578.8
585,1596.71
586,1723.35
587,1755.36
588,1787.13
589,1848.57
590,1724.24
591,1804.91
592,1808.91
593,1738.43
594,1734.45
595,1839.09
596,1888.65
597,1987.71
598,2084.73
599,2041.2
600,2173.4
601,2320.42
602,2443.64
603,2304.98
604,2202.42
605,2038.87
606,2155.8
607,2255.61
608,2175.47
609,2286.41
610,2407.88
611,2488.55
612,2515.35
613,2511.81
614,2686.81
615,2863.2
616,2732.16
617,2805.62
618,2823.81
619,2947.71
620,2958.11
621,2659.63
622,2717.02
623,2506.37
624,2464.58
625,2518.56
626,2655.88
627,2548.29
628,2589.6
629,2721.79
630,2689.1
631,2705.41
632,2744.91
633,2608.72
634,2589.41
635,2478.45
636,2552.45
637,2574.79
638,2539.32
639,2480.84
640,2434.55
641,2506.47
642,2564.06
643,2601.64
644,2601.99
645,2608.56
646,2518.66
647,2571.34
648,2518.44
649,2372.56
650,2337.79
651,2398.84
652,2357.9
653,2233.34
654,1998.86
655,1929.82
656,2228.41
657,2318.88
658,2273.43
659,2817.6
660,2667.76
661,2810.12
662,2730.4
663,2754.86
664,2576.48
665,2529.45
666,2671.78
667,2809.01
668,2726.45
669,2757.18
670,2875.34
671,2718.26
672,2710.67
673,2804.73
674,2895.89
675,3252.91
676,3213.94
677,3378.94
678,3419.94
679,3342.47
680,3381.28
681,3650.62
682,3884.71
683,4073.26
684,4325.13
685,4181.93
686,4376.63
687,4331.69
688,4160.62
689,4193.7
690,4087.66
691,4001.74
692,4100.52
693,4151.52
694,4334.68
695,4371.6
696,4352.4
697,4382.88
698,4382.66
699,4579.02
700,4565.3
701,4703.39
702,4892.01
703,4578.77
704,4582.96
705,4236.31
706,4376.53
707,4597.12
708,4599.88
709,4228.75
710,4226.06
711,4122.94
712,4161.27
713,4130.81
714,3882.59
715,3154.95
716,3637.52
717,3625.04
718,3582.88
719,4065.2
720,3924.97
721,3905.95
722,3631.04
723,3630.7
724,3792.4
725,3682.84
726,3926.07
727,3892.35
728,4200.67
729,4174.73
730,4163.07
731,4338.71
732,4403.74
733,4409.32
734,4317.48
735,4229.36
736,4328.41
737,4370.81
738,4426.89
739,4610.48
740,4772.02
741,4781.99
742,4826.48
743,5446.91
744,5647.21
745,5831.79
746,5678.19
747,5725.59
748,5605.51
749,5590.69
750,5708.52
751,6011.45
752,6031.6
753,6008.42
754,5930.32
755,5526.64
756,5750.8
757,5904.83
758,5780.9
759,5753.09
760,6153.85
761,6130.53
762,6468.4
763,6767.31
764,7078.5
765,7207.76
766,7379.95
767,7407.41
768,7022.76
769,7144.38
770,7459.69
771,7143.58
772,6618.14
773,6357.6
774,5950.07
775,6559.49
776,6635.75
777,7315.54
778,7871.69
779,7708.99
780,7790.15
781,8036.49
782,8200.64
783,8071.26
784,8253.55
785,8038.77
786,8253.69
787,8790.92
788,9330.55
789,9818.35
790,10058.8
791,9888.61
792,10233.6
793,10975.6
794,11074.6
795,11323.2
796,11657.2
797,11916.7
798,14291.5
799,17899.699
800,16569.4
801,15178.2
802,15455.4
803,16936.801
804,17415.4
805,16408.199
806,16564
807,17706.9
808,19497.4
809,19140.801
810,19114.199
811,17776.699
812,16624.6
813,15802.9
814,13831.8
815,14699.2
816,13925.8
817,14026.6
818,16099.8
819,15838.5
820,14606.5
821,14656.2
822,12952.2
823,14156.4
824,13657.2
825,14982.1
826,15201
827,15599.2
828,17429.5
829,17527
830,16477.6
831,15170.1
832,14595.4
833,14973.3
834,13405.8
835,13980.6
836,14360.2
837,13772
838,13819.8
839,11490.5
840,11188.6
841,11474.9
842,11607.4
843,12899.2
844,11600.1
845,10931.4
846,10868.4
847,11359.4
848,11259.4
849,11171.4
850,11440.7
851,11786.3
852,11296.4
853,10106.3
854,10221.1
855,9170.54
856,8830.75
857,9174.91
858,8277.01
859,6955.27
860,7754
861,7621.3
862,8265.59
863,8736.98
864,8621.9
865,8129.97
866,8926.57
867,8598.31
868,9494.63
869,10166.4
870,10233.9
871,11112.7
872,10551.8
873,11225.3
874,11403.7
875,10690.4
876,10005
877,10301.1
878,9813.07
879,9664.73
880,10366.7
881,10725.6
882,10397.9
883,10951
884,11086.4
885,11489.7
886,11512.6
887,11573.3
888,10779.9
889,9965.57
890,9395.01
891,9337.55
892,8866
893,9578.63
894,9205.12
895,9194.85
896,8269.81
897,8300.86
898,8338.35
899,7916.88
900,8223.68
901,8630.65
902,8913.47
903,8929.28
904,8728.47
905,8879.62
906,8668.12
907,8495.78
908,8209.4
909,7833.04
910,7954.48
911,7165.7
912,6890.52
913,6973.53
914,6844.23
915,7083.8
916,7456.11
917,6853.84
918,6811.47
919,6636.32
920,6911.09
921,7023.52
922,6770.73
923,6834.76
924,6968.32
925,7889.25
926,7895.96
927,7986.24
928,8329.11
929,8058.67
930,7902.09
931,8163.42
932,8294.31
933,8845.83
934,8895.58
935,8802.46
936,8930.88
937,9697.5
938,8845.74
939,9281.51
940,8987.05
941,9348.48
942,9419.08
943,9240.55
944,9119.01
945,9235.92
946,9743.86
947,9700.76
948,9858.15
949,9654.8
950,9373.01
951,9234.82
952,9325.18
953,9043.94
954,8441.49
955,8504.89
956,8723.94
957,8716.79
958,8510.38
959,8368.83
960,8094.32
961,8250.97
962,8247.18
963,8513.25
964,8418.99
965,8041.78
966,7557.82
967,7587.34
968,7480.14
969,7355.88
970,7368.22
971,7135.99
972,7472.59
973,7406.52
974,7494.17
975,7541.45
976,7643.45
977,7720.25
978,7514.47
979,7633.76
980,7653.98
981,7678.24
982,7624.92
983,7531.98
984,6786.02
985,6906.92
986,6582.36
987,6349.9
988,6675.35
989,6456.58
990,6550.16
991,6499.27
992,6734.82
993,6769.94
994,6776.55
995,6729.74
996,6083.69
997,6162.48
998,6173.23
999,6249.18
1000,6093.67
1001,6157.13
1002,5903.44
1003,6218.3
1004,6404
1005,6385.82
1006,6614.18
1007,6529.59
1008,6597.55
1009,6639.14
1010,6673.5
1011,6856.93
1012,6773.88
1013,6741.75
1014,6329.95
1015,6394.71
1016,6228.81
1017,6238.05
1018,6276.12
1019,6359.64
1020,6741.75
1021,7321.04
1022,7370.78
1023,7466.86
1024,7354.13
1025,7419.29
1026,7418.49
1027,7711.11
1028,8424.27
1029,8181.39
1030,7951.58
1031,8165.01
1032,8192.15
1033,8218.46
1034,8180.48
1035,7780.44
1036,7624.91
1037,7567.15
1038,7434.39
1039,7032.85
1040,7068.48
1041,6951.8
1042,6753.12
1043,6305.8
1044,6568.23
1045,6184.71
1046,6295.73
1047,6322.69
1048,6297.57
1049,6199.71
1050,6308.52
1051,6334.73
1052,6580.63
1053,6423.76
1054,6506.07
1055,6308.53
1056,6488.76
1057,6376.71
1058,6534.88
1059,6719.96
1060,6763.19
1061,6707.26
1062,6884.64
1063,7096.28
1064,7047.16
1065,6978.23
1066,7037.58
1067,7193.25
1068,7272.72
1069,7260.06
1070,7361.66
1071,6792.83
1072,6529.17
1073,6467.07
1074,6225.98
1075,6300.86
1076,6329.7
1077,6321.2
1078,6351.8
1079,6517.31
1080,6512.71
1081,6543.2
1082,6517.18
1083,6281.2
1084,6371.3
1085,6398.54
1086,6519.67
1087,6734.95
1088,6721.98
1089,6710.63
1090,6595.41
1091,6446.47
1092,6495
1093,6676.75
1094,6644.13
1095,6601.96
1096,6625.56
1097,6589.62
1098,6556.1
1099,6502.59
1100,6576.69
1101,6622.48
1102,6588.31
1103,6602.95
1104,6652.23
1105,6642.64
1106,6585.53
1107,6256.24
1108,6274.58
1109,6285.99
1110,6290.93
1111,6596.54
1112,6596.11
1113,6544.43
1114,6476.71
1115,6465.41
1116,6489.19
1117,6482.35
1118,6487.16
1119,6475.74
1120,6495.84
1121,6476.29
1122,6474.75
1123,6480.38
1124,6486.39
1125,6332.63
1126,6334.27
1127,6317.61
1128,6377.78
1129,6388.44
1130,6361.26
1131,6376.13
1132,6419.66
1133,6461.01
1134,6530.14
1135,6453.72
1136,6385.62
1137,6409.22
1138,6411.27
1139,6371.27
1140,6359.49
1141,5738.35
1142,5648.03
1143,5575.55
1144,5554.33
1145,5623.54
1146,4871.49
1147,4451.87
1148,4602.17
1149,4365.94
1150,4347.11
1151,3880.76
1152,4009.97
1153,3779.13
1154,3820.72
1155,4257.42
1156,4278.847
1157,4017.269
1158,4214.672
1159,4139.878
1160,3894.131
1161,3956.894
1162,3753.995
1163,3521.102
1164,3419.937
1165,3476.115
1166,3614.234
1167,3502.656
1168,3424.588
1169,3486.95
1170,3313.677
1171,3242.485
1172,3236.762
1173,3252.839
1174,3545.865
1175,3696.059
1176,3745.951
1177,4134.441
1178,3896.544
1179,4014.183
1180,3998.98
1181,4078.599
1182,3815.491
1183,3857.298
1184,3654.833
1185,3923.919
1186,3820.409
1187,3865.953
1188,3742.7
1189,3843.52
1190,3943.409
1191,3836.741
1192,3857.718
1193,3845.195
1194,4076.633
1195,4025.248
1196,4030.848
1197,4035.296
1198,3678.925
1199,3687.365
1200,3661.301
1201,3552.953
1202,3706.052
1203,3630.675
1204,3655.007
1205,3678.564
1206,3657.839
1207,3728.568
1208,3601.014
1209,3576.032
1210,3604.577
1211,3585.123
1212,3600.865
1213,3599.766
1214,3602.46
1215,3583.966
1216,3470.45
1217,3448.117
1218,3486.182
1219,3457.793
1220,3487.945
1221,3521.061
1222,3464.013
1223,3459.154
1224,3466.357
1225,3413.768
1226,3399.472
1227,3666.78
1228,3671.204
1229,3690.188
1230,3648.431
1231,3653.529
1232,3632.071
1233,3616.881
1234,3620.811
1235,3629.788
1236,3673.836
1237,3915.714
1238,3947.094
1239,3999.821
1240,3954.118
1241,4005.527
1242,4142.527
1243,3810.427
1244,3882.696
1245,3854.358
1246,3851.047
1247,3854.785
1248,3859.584
1249,3864.415
1250,3847.176
1251,3761.557
1252,3896.375
1253,3903.943
1254,3911.484
1255,3901.132
1256,3963.314
1257,3951.6
1258,3905.227
1259,3909.156
1260,3906.717
1261,3924.369
1262,3960.911
1263,4048.726
1264,4025.229
1265,4032.507
1266,4071.19
1267,4087.476
1268,4029.327
1269,4023.968
1270,4035.826
1271,4022.168
1272,3963.071
1273,3985.081
1274,4087.066
1275,4069.107
1276,4098.375
1277,4106.66
1278,4105.404
1279,4158.183
1280,4879.878
1281,4973.022
1282,4922.799
1283,5036.681
1284,5059.817
1285,5198.897
1286,5289.771
1287,5204.958
1288,5324.552
1289,5064.488
1290,5089.539
1291,5096.586
1292,5167.722
1293,5067.108
1294,5235.56
1295,5251.938
1296,5298.386
1297,5303.813
1298,5337.886
1299,5314.531
1300,5399.365
1301,5572.362
1302,5464.867
1303,5210.516
1304,5279.348
1305,5268.291
1306,5285.139
1307,5247.353
1308,5350.727
1309,5402.697
1310,5505.284
1311,5768.29
1312,5831.167
1313,5795.708
1314,5746.807
1315,5829.501
1316,5982.458
1317,6174.529
1318,6378.849
1319,7204.771
1320,6972.372
1321,7814.915
1322,7994.416
1323,8205.168
1324,7884.909
1325,7343.896
1326,7271.208
1327,8197.689
1328,7978.309
1329,7963.328
1330,7680.066
1331,7881.847
1332,7987.372
1333,8052.544
1334,8673.216
1335,8805.778
1336,8719.962
1337,8659.487
1338,8319.473
1339,8574.502
1340,8564.017
1341,8742.958
1342,8208.995
1343,7707.771
1344,7824.231
1345,7822.023
1346,8043.951
1347,7954.128
1348,7688.077
1349,8000.33
1350,7927.714
1351,8145.857
1352,8230.924
1353,8693.833
1354,8838.375
1355,8994.488
1356,9320.353
1357,9081.763
1358,9273.521
1359,9527.16
1360,10144.557
1361,10701.691
1362,10855.371
1363,11011.103
1364,11790.917
1365,13016.231
1366,11182.807
1367,12407.332
1368,11959.371
1369,10817.155
1370,10583.135
1371,10801.678
1372,11961.27
1373,11215.438
1374,10978.46
1375,11208.551
1376,11450.847
1377,12285.958
1378,12573.813
1379,12156.513
1380,11358.662
1381,11815.986
1382,11392.379
1383,10256.059
1384,10895.09
1385,9477.642
1386,9693.803
1387,10666.482
1388,10530.732
1389,10767.14
1390,10599.105
1391,10343.106
1392,9900.768
1393,9811.926
1394,9911.842
1395,9870.304
1396,9477.678
1397,9552.86
1398,9519.146
1399,9607.424
1400,10085.628
1401,10399.669
1402,10518.175
1403,10821.727
1404,10970.185
1405,11805.653
1406,11478.169
1407,11941.969
1408,11966.407
1409,11862.937
1410,11354.024
1411,11523.579
1412,11382.616
1413,10895.83
1414,10051.704
1415,10311.546
1416,10374.339
1417,10231.744
1418,10345.811
1419,10916.054
1420,10763.232
1421,10138.05
1422,10131.056
1423,10407.965
1424,10159.961
1425,10138.518
1426,10370.82
1427,10185.5
1428,9754.423
1429,9510.2
1430,9598.174
1431,9630.664
1432,9757.971
1433,10346.761
1434,10623.54
1435,10594.493
1436,10575.533
1437,10353.303
1438,10517.255
1439,10441.276
1440,10334.975
1441,10115.976
1442,10178.372
1443,10410.127
1444,10360.547
1445,10358.049
1446,10347.713
1447,10276.794
1448,10241.272
1449,10198.248
1450,10266.415
1451,10181.642
1452,10019.717
1453,10070.393
1454,9729.324
1455,8620.566
1456,8486.993
1457,8118.968
1458,8251.846
1459,8245.915
1460,8104.186
1461,8293.868
1462,8343.276
1463,8393.042
1464,8259.992
1465,8205.939
1466,8151.5
1467,7988.156
1468,8245.623
1469,8228.783
1470,8595.74
1471,8586.474
1472,8321.757
1473,8336.556
1474,8321.006
1475,8374.687
1476,8205.369
1477,8047.527
1478,8103.911
1479,7973.208
1480,7988.561
1481,8222.078
1482,8243.721
1483,8078.203
1484,7514.672
1485,7493.489
1486,8660.7
1487,9244.973
1488,9551.715
1489,9256.148
1490,9427.688
1491,9205.727
1492,9199.585
1493,9261.104
1494,9324.718
1495,9235.354
1496,9412.612
1497,9342.527
1498,9360.88
1499,9267.562
1500,8804.881
1501,8813.582
1502,9055.526
1503,8757.788
1504,8815.662
1505,8808.263
1506,8708.095
1507,8491.992
1508,8550.761
1509,8577.976
1510,8309.286
1511,8206.146
1512,8027.268
1513,7642.75
1514,7296.578
1515,7397.797
1516,7047.917
1517,7146.134
1518,7218.371
1519,7531.664
1520,7463.106
1521,7761.244
1522,7569.63
1523,7424.292
1524,7321.988
1525,7320.146
1526,7252.035
1527,7448.308
1528,7546.997
1529,7556.238
1530,7564.345
1531,7400.899
1532,7278.12
1533,7217.427
1534,7243.134
1535,7269.685
1536,7124.674
1537,7152.302
1538,6932.48
1539,6640.515
1540,7276.803
1541,7202.844
1542,7218.816
1543,7191.159
1544,7511.589
1545,7355.628
1546,7322.532
1547,7275.156
1548,7238.967
1549,7290.088
1550,7317.99
1551,7422.653
1552,7292.995
1553,7193.599
1554,7200.174
1555,6985.47
1556,7344.884
1557,7410.657
1558,7411.317
1559,7769.219
1560,8163.692
1561,8079.863
1562,7879.071
1563,8166.554
1564,8037.538
1565,8192.494
1566,8144.194
1567,8827.765
1568,8807.011
1569,8723.786
1570,8929.038
1571,8942.809
1572,8706.245
1573,8657.643
1574,8745.895
1575,8680.876
1576,8406.516
1577,8445.435
1578,8367.848
1579,8596.83
1580,8909.819
1581,9358.59
1582,9316.63
1583,9508.993
1584,9350.529
1585,9392.875
1586,9344.365
1587,9293.521
1588,9180.963
1589,9613.424
1590,9729.802
1591,9795.943
1592,9865.119
1593,10116.674
1594,9856.611
1595,10208.236
1596,10326.055
1597,10214.38
1598,10312.116
1599,9889.425
1600,9934.434
1601,9690.143
1602,10141.996
1603,9633.387
1604,9608.476
1605,9686.441
1606,9663.182
1607,9924.516
1608,9650.175
1609,9341.705
1610,8820.522
1611,8784.494
1612,8672.455
1613,8599.509
1614,8562.454
1615,8869.67
1616,8787.786
1617,8755.246
1618,9078.763
1619,9122.546
1620,8909.954
1621,8108.116
1622,7923.645
1623,7909.729
1624,7911.43
1625,4970.788
1626,5563.707
1627,5200.366
1628,5392.315
1629,5014.48
1630,5225.629
1631,5238.438
1632,6191.193
1633,6198.778
1634,6185.066
1635,5830.255
1636,6416.315
1637,6734.804
1638,6681.063
1639,6716.44
1640,6469.798
1641,6242.194
1642,5922.043
1643,6429.842
1644,6438.645
1645,6606.776
1646,6793.625
1647,6733.387
1648,6867.527
1649,6791.129
1650,7271.781
1651,7176.415
1652,7334.099
1653,7302.089
1654,6865.493
1655,6859.083
1656,6971.092
1657,6845.038
1658,6842.428
1659,6642.11
1660,7116.804
1661,7096.185
1662,7257.665
1663,7189.425
1664,6881.958
1665,6880.323
1666,7117.208
1667,7429.725
1668,7550.901
1669,7569.936
1670,7679.867
1671,7795.601
1672,7807.059
1673,8801.038
1674,8658.554
1675,8864.767
1676,8988.597
1677,8897.469
1678,8912.654
1679,9003.07
1680,9268.762
1681,9951.519
1682,9842.666
1683,9593.896
1684,8756.431
1685,8601.796
1686,8804.478
1687,9269.987
1688,9733.722
1689,9328.197
1690,9377.014
1691,9670.739
1692,9726.575
1693,9729.038
1694,9522.981
1695,9081.762
1696,9182.577
1697,9209.287
1698,8790.368
1699,8906.935
1700,8835.053
1701,9181.018
1702,9525.751
1703,9439.124
1704,9700.414
1705,9461.059
1706,10167.269
1707,9529.804
1708,9656.718
1709,9800.637
1710,9665.533
1711,9653.68
1712,9758.853
1713,9771.489
1714,9795.7
1715,9870.095
1716,9321.781
1717,9480.844
1718,9475.277
1719,9386.788
1720,9450.702
1721,9538.024
1722,9480.255
1723,9411.841
1724,9288.019
1725,9332.341
1726,9303.63
1727,9648.718
1728,9629.658
1729,9313.61
1730,9264.813
1731,9162.918
1732,9045.391
1733,9143.582
1734,9190.854
1735,9137.993
1736,9228.325
1737,9123.41
1738,9087.304
1739,9132.488
1740,9073.942
1741,9375.475
1742,9252.277
1743,9428.333
1744,9277.968
1745,9278.808
1746,9240.347
1747,9276.5
1748,9243.614
1749,9243.214
1750,9192.837
1751,9132.228
1752,9151.393
1753,9159.04
1754,9185.817
1755,9164.231
1756,9374.888
1757,9525.363
1758,9581.072
1759,9536.893
1760,9677.113
1761,9905.167
1762,10990.873
1763,10912.823
1764,11100.468
1765,11111.214
1766,11323.467
1767,11759.593
1768,11053.614
1769,11246.349
1770,11747.022
1771,11779.773
1772,11601.473
1773,11754.046
1774,11675.739
1775,11878.111
1776,11410.525
1777,11584.935
1778,11784.138
1779,11768.871
1780,11865.698
1781,11892.804
1782,12254.402
1783,11991.233
1784,11758.283
1785,11878.372
1786,11592.489
1787,11681.825
1788,11664.848
1789,11774.596
1790,11366.135
1791,11488.363
1792,11323.397
1793,11542.5
1794,11506.865
1795,11711.506
1796,11680.82
1797,11970.479
1798,11414.034
1799,10245.297
1800,10511.813
1801,10169.567
1802,10280.352
1803,10369.563
1804,10131.517
1805,10242.348
1806,10363.139
1807,10400.915
1808,10442.171
1809,10323.756
1810,10680.838
1811,10796.951
1812,10974.905
1813,10948.99
1814,10944.586
1815,11094.347
1816,10938.271
1817,10462.26
1818,10538.46
1819,10225.864
1820,10745.549
1821,10702.29
1822,10754.438
1823,10774.427
1824,10721.327
1825,10848.83
1826,10787.618
1827,0.69
1828,0.679
1829,0.687
1830,0.668
1831,0.629
1832,0.651
1833,0.609
1834,0.622
1835,0.651
1836,0.628
1837,0.635
1838,0.626
1839,0.608
1840,0.523
1841,0.562
1842,0.536
1843,0.547
1844,0.518
1845,0.489
1846,0.435
1847,0.447
1848,0.568
1849,0.54
1850,0.564
1851,0.616
1852,0.731
1853,0.87
1854,1.002
1855,1.207
1856,1.041
1857,0.917
1858,1.056
1859,0.99
1860,1.013
1861,0.899
1862,0.896
1863,0.926
1864,0.928
1865,1.027
1866,0.999
1867,0.934
1868,0.792
1869,0.896
1870,0.904
1871,0.889
1872,0.906
1873,0.929
1874,1.008
1875,0.993
1876,0.956
1877,0.925
1878,0.976
1879,0.968
1880,0.947
1881,0.9
1882,0.864
1883,0.884
1884,0.868
1885,0.916
1886,0.879
1887,0.873
1888,0.875
1889,0.821
1890,0.812
1891,0.84
1892,0.862
1893,0.836
1894,0.811
1895,0.822
1896,0.792
1897,0.84
1898,0.93
1899,0.977
1900,0.953
1901,0.993
1902,1.014
1903,0.991
1904,0.941
1905,0.92
1906,0.908
1907,0.904
1908,0.901
1909,0.864
1910,0.858
1911,0.863
1912,0.87
1913,0.855
1914,0.856
1915,0.845
1916,0.873
1917,0.912
1918,0.934
1919,0.948
1920,0.937
1921,0.972
1922,0.954
1923,0.95
1924,0.951
1925,0.942
1926,0.987
1927,0.987
1928,0.999
1929,1.062
1930,1.141
1931,1.125
1932,1.19
1933,1.208
1934,1.22
1935,1.327
1936,1.426
1937,1.371
1938,1.532
1939,1.554
1940,1.501
1941,1.973
1942,2.141
1943,2.499
1944,2.276
1945,2.389
1946,2.526
1947,2.495
1948,2.445
1949,2.306
1950,2.212
1951,2.44
1952,2.529
1953,2.578
