,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,Crypto Name,Ticker
0,2016-03-18,0.9994805138891111,0.9895635908541102,1.0084446723209204,0.9994805138891111,0.9994805138891111,2.234658612679187e-05,2.234658612679187e-05,2.234658612679187e-05,0.000253499353413069,0.000253499353413069,0.000253499353413069,-0.00023115276728627712,-0.00023115276728627712,-0.00023115276728627712,0.0,0.0,0.0,0.9995028604752378,Tether,USDT
1,2016-03-19,0.9994814649208774,0.9907134110022939,1.0091171005877895,0.9994814649208774,0.9994814649208774,0.00025560540006020074,0.00025560540006020074,0.00025560540006020074,0.00037418957157525076,0.00037418957157525076,0.00037418957157525076,-0.00011858417151505006,-0.00011858417151505006,-0.00011858417151505006,0.0,0.0,0.0,0.9997370703209376,Tether,USDT
2,2016-03-20,0.9994824159526436,0.9901620370532138,1.0087085652068284,0.9994824159526436,0.9994824159526436,0.0002350469786684666,0.0002350469786684666,0.0002350469786684666,0.00020292473386379807,0.00020292473386379807,0.00020292473386379807,3.2122244804668536e-05,3.2122244804668536e-05,3.2122244804668536e-05,0.0,0.0,0.0,0.9997174629313121,Tether,USDT
3,2016-03-21,0.99948336698441,0.990191418204166,1.008229370912157,0.99948336698441,0.99948336698441,-5.878424685444888e-05,-5.878424685444888e-05,-5.878424685444888e-05,-0.000278413624252585,-0.000278413624252585,-0.000278413624252585,0.00021962937739813607,0.00021962937739813607,0.00021962937739813607,0.0,0.0,0.0,0.9994245827375555,Tether,USDT
4,2016-03-22,0.9994843180161764,0.9902934770979955,1.0088074740329884,0.9994843180161764,0.9994843180161764,6.024206827254571e-05,6.024206827254571e-05,6.024206827254571e-05,-0.00038122554171377953,-0.00038122554171377953,-0.00038122554171377953,0.0004414676099863252,0.0004414676099863252,0.0004414676099863252,0.0,0.0,0.0,0.999544560084449,Tether,USDT
5,2016-03-23,0.9994852690479427,0.9908098119952732,1.009753490461668,0.9994852690479427,0.9994852690479427,0.00044179071249716105,0.00044179071249716105,0.00044179071249716105,-0.00025227595490052973,-0.00025227595490052973,-0.00025227595490052973,0.0006940666673976907,0.0006940666673976907,0.0006940666673976907,0.0,0.0,0.0,0.9999270597604398,Tether,USDT
6,2016-03-24,0.999486220079709,0.9922885216468682,1.0098804396417227,0.999486220079709,0.999486220079709,0.0010541165376067928,0.0010541165376067928,0.0010541165376067928,8.130146201621687e-05,8.130146201621687e-05,8.130146201621687e-05,0.000972815075590576,0.000972815075590576,0.000972815075590576,0.0,0.0,0.0,1.0005403366173158,Tether,USDT
7,2016-03-25,0.9994871711114752,0.9909862189914167,1.0105675413562771,0.9994871711114752,0.9994871711114752,0.0015256454500615399,0.0015256454500615399,0.0015256454500615399,0.00025349935341262,0.00025349935341262,0.00025349935341262,0.0012721460966489196,0.0012721460966489196,0.0012721460966489196,0.0,0.0,0.0,1.0010128165615368,Tether,USDT
8,2016-03-26,0.9994881221432417,0.9923789639299603,1.0111515031983884,0.9994881221432417,0.9994881221432417,0.001959837936672043,0.001959837936672043,0.001959837936672043,0.0003741895715749041,0.0003741895715749041,0.0003741895715749041,0.001585648365097139,0.001585648365097139,0.001585648365097139,0.0,0.0,0.0,1.0014479600799138,Tether,USDT
9,2016-03-27,0.999489073175008,0.9922395082106866,1.0107734054911603,0.999489073175008,0.999489073175008,0.0021091235856042783,0.0021091235856042783,0.0021091235856042783,0.00020292473386333983,0.00020292473386333983,0.00020292473386333983,0.0019061988517409389,0.0019061988517409389,0.0019061988517409389,0.0,0.0,0.0,1.0015981967606122,Tether,USDT
