,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,Crypto Name,Ticker
16,4/3/16,-1712.611074,-3206.80465,3865.313606,-1712.611074,-1712.611074,2005.252011,2005.252011,2005.252011,-34.68859821,-34.68859821,-34.68859821,2039.940609,2039.940609,2039.940609,0,0,0,292.640937,Bitcoin,BTC
17,4/4/16,-1674.824388,-3398.878743,3469.53044,-1674.824388,-1674.824388,1980.883447,1980.883447,1980.883447,15.17419617,15.17419617,15.17419617,1965.70925,1965.70925,1965.70925,0,0,0,306.0590587,Bitcoin,BTC
18,4/5/16,-1637.037702,-3107.290235,3729.547922,-1637.037702,-1637.037702,1899.400619,1899.400619,1899.400619,-2.606803846,-2.606803846,-2.606803846,1902.007423,1902.007423,1902.007423,0,0,0,262.3629169,Bitcoin,BTC
19,4/6/16,-1599.251016,-3260.348052,3829.784136,-1599.251016,-1599.251016,1877.453636,1877.453636,1877.453636,28.86619023,28.86619023,28.86619023,1848.587445,1848.587445,1848.587445,0,0,0,278.2026197,Bitcoin,BTC
20,4/7/16,-1561.46433,-3384.092901,3782.789967,-1561.46433,-1561.46433,1813.641419,1813.641419,1813.641419,8.543823105,8.543823105,8.543823105,1805.097596,1805.097596,1805.097596,0,0,0,252.1770888,Bitcoin,BTC
21,4/8/16,-1523.677644,-3390.336388,3704.796443,-1523.677644,-1523.677644,1753.941164,1753.941164,1753.941164,-17.14474846,-17.14474846,-17.14474846,1771.085912,1771.085912,1771.085912,0,0,0,230.2635198,Bitcoin,BTC
22,4/9/16,-1485.890958,-3102.345447,3758.74584,-1485.890958,-1485.890958,1747.861574,1747.861574,1747.861574,1.855941016,1.855941016,1.855941016,1746.005633,1746.005633,1746.005633,0,0,0,261.970616,Bitcoin,BTC
23,4/10/16,-1448.104272,-3499.075986,3766.288667,-1448.104272,-1448.104272,1694.533665,1694.533665,1694.533665,-34.68859821,-34.68859821,-34.68859821,1729.222263,1729.222263,1729.222263,0,0,0,246.4293926,Bitcoin,BTC
24,4/11/16,-1410.317586,-3067.424604,4231.43106,-1410.317586,-1410.317586,1735.196427,1735.196427,1735.196427,15.17419617,15.17419617,15.17419617,1720.02223,1720.02223,1720.02223,0,0,0,324.8788404,Bitcoin,BTC
25,4/12/16,-1372.5309,-2987.835662,3833.944483,-1372.5309,-1372.5309,1715.016233,1715.016233,1715.016233,-2.606803846,-2.606803846,-2.606803846,1717.623037,1717.623037,1717.623037,0,0,0,342.4853331,Bitcoin,BTC
