Date,Open,High,Low,Close,Adj Close,Volume,Currency Name
2016-03-18,0.008284,0.008356,0.008013,0.008119,0.008119,229313.0,Ripple
2016-03-19,0.008124,0.008159999999999999,0.007894,0.008015999999999999,0.008015999999999999,164010.0,Ripple
2016-03-20,0.008015000000000001,0.008046,0.007872,0.00796,0.00796,115984.0,Ripple
2016-03-21,0.007956,0.008079000000000001,0.00788,0.008047,0.008047,79784.0,Ripple
2016-03-22,0.008028,0.008215,0.008025,0.00811,0.00811,604214.0,Ripple
2016-03-23,0.008109,0.008334999999999999,0.008106,0.008331999999999999,0.008331999999999999,1022850.0,Ripple
2016-03-24,0.008334999999999999,0.008345,0.008229,0.00823,0.00823,965196.0,Ripple
2016-03-25,0.008234,0.008272,0.008191,0.008191,0.008191,753671.0,Ripple
2016-03-26,0.008190000000000001,0.008197,0.008053,0.008066,0.008066,309664.0,Ripple
2016-03-27,0.008062,0.008081,0.008005,0.008029000000000001,0.008029000000000001,418222.0,Ripple
2016-03-28,0.008025,0.008032,0.007467,0.007564,0.007564,2114600.0,Ripple
2016-03-29,0.007573000000000002,0.007605,0.007397,0.007566,0.007566,1116900.0,Ripple
2016-03-30,0.007568000000000002,0.007595,0.0073269999999999984,0.007331999999999998,0.007331999999999998,1210630.0,Ripple
2016-03-31,0.007331999999999998,0.007392,0.007273999999999998,0.007391,0.007391,1036210.0,Ripple
2016-04-01,0.007391,0.00748,0.007391,0.007418000000000002,0.007418000000000002,827273.0,Ripple
2016-04-02,0.007418000000000002,0.007504999999999999,0.007409999999999998,0.007501000000000002,0.007501000000000002,390399.0,Ripple
2016-04-03,0.007504,0.007533,0.007492,0.007503,0.007503,250112.0,Ripple
2016-04-04,0.007502,0.007515000000000002,0.007483,0.0074909999999999985,0.0074909999999999985,300359.0,Ripple
2016-04-05,0.007488,0.007515999999999998,0.007451,0.007474,0.007474,464037.0,Ripple
2016-04-06,0.007467,0.0074680000000000015,0.007295999999999999,0.007295999999999999,0.007295999999999999,796790.0,Ripple
2016-04-07,0.007308,0.007309,0.006875,0.006875,0.006875,1450030.0,Ripple
2016-04-08,0.006875,0.006875,0.006657,0.006670999999999999,0.006670999999999999,859428.0,Ripple
2016-04-09,0.006673999999999999,0.006679000000000001,0.006287,0.006288,0.006288,1032700.0,Ripple
2016-04-10,0.006289,0.006295,0.005924,0.005937,0.005937,774554.0,Ripple
2016-04-11,0.005937,0.006071,0.005883,0.006048,0.006048,1871520.0,Ripple
2016-04-12,0.006048,0.006082,0.005873,0.0058850000000000005,0.0058850000000000005,1085670.0,Ripple
2016-04-13,0.005884,0.005884,0.005685,0.005695,0.005695,1384420.0,Ripple
2016-04-14,0.005697,0.006352,0.005693,0.006289,0.006289,192592.0,Ripple
2016-04-15,0.006303,0.0064730000000000005,0.006229,0.006423999999999999,0.006423999999999999,156069.0,Ripple
2016-04-16,0.006421,0.006509999999999999,0.006276,0.006509999999999999,0.006509999999999999,70487.0,Ripple
2016-04-17,0.006499,0.006605,0.006488,0.006499,0.006499,54782.0,Ripple
2016-04-18,0.006503,0.007194,0.006503,0.006987,0.006987,1066190.0,Ripple
2016-04-19,0.006987,0.007156999999999998,0.006982,0.007118000000000002,0.007118000000000002,426257.0,Ripple
2016-04-20,0.007117,0.0072590000000000016,0.007019,0.007244,0.007244,1301350.0,Ripple
2016-04-21,0.0072650000000000015,0.007536,0.0072650000000000015,0.007432999999999999,0.007432999999999999,1011580.0,Ripple
2016-04-22,0.007439,0.007439,0.007275,0.007284,0.007284,955674.0,Ripple
