Date,Open,High,Low,Close,Adj Close,Volume,Currency Name
2016-03-18,11.1091,11.1788,8.524519999999999,10.9981,10.9981,53956800.0,Ethereum
2016-03-19,11.2037,11.2037,9.77663,10.5307,10.5307,26735700.0,Ethereum
2016-03-20,10.5163,10.9038,9.5704,10.3198,10.3198,17651100.0,Ethereum
2016-03-21,10.3037,12.0149,10.1616,11.8641,11.8641,28572600.0,Ethereum
2016-03-22,11.8792,12.0252,11.177,11.2748,11.2748,19730300.0,Ethereum
2016-03-23,11.3279,12.4326,11.2371,12.4167,12.4167,19353200.0,Ethereum
2016-03-24,12.4422,12.5016,10.8035,11.235,11.235,26081800.0,Ethereum
2016-03-25,11.2603,11.3729,10.5272,10.7432,10.7432,13782000.0,Ethereum
2016-03-26,10.7679,11.1808,10.5892,10.974,10.974,9425480.0,Ethereum
2016-03-27,10.9861,11.0542,10.1121,10.4192,10.4192,16744800.0,Ethereum
2016-03-28,10.4314,11.8613,10.4075,11.6656,11.6656,23188300.0,Ethereum
2016-03-29,11.7527,11.9136,11.3498,11.6564,11.6564,17684200.0,Ethereum
2016-03-30,11.6053,12.1785,11.4692,11.9529,11.9529,19351200.0,Ethereum
2016-03-31,11.9198,12.0119,11.3157,11.4035,11.4035,14966700.0,Ethereum
2016-04-01,11.4006,11.8504,11.4006,11.6636,11.6636,11373100.0,Ethereum
2016-04-02,11.6306,11.6888,11.3988,11.5989,11.5989,8682620.0,Ethereum
2016-04-03,11.6283,11.7064,11.5087,11.6183,11.6183,5580550.0,Ethereum
2016-04-04,11.6158,11.6158,11.0163,11.1573,11.1573,9599070.0,Ethereum
2016-04-05,11.2125,11.2125,10.1347,10.4381,10.4381,20557300.0,Ethereum
2016-04-06,10.4498,10.97,10.2773,10.6854,10.6854,16997100.0,Ethereum
2016-04-07,10.6952,10.8097,9.95363,10.0697,10.0697,13464500.0,Ethereum
2016-04-08,10.0774,10.3875,9.65558,9.71959,9.71959,14660600.0,Ethereum
2016-04-09,9.69423,10.0889,9.06814,9.15062,9.15062,16194800.0,Ethereum
2016-04-10,9.14985,9.22472,7.45564,8.93634,8.93634,42613400.0,Ethereum
2016-04-11,8.94278,8.946639999999997,8.00318,8.64379,8.64379,15138100.0,Ethereum
2016-04-12,8.63947,8.63947,7.154160000000001,7.442310000000001,7.442310000000001,23190100.0,Ethereum
2016-04-13,7.44136,8.71977,7.06922,8.04442,8.04442,31403300.0,Ethereum
2016-04-14,8.07517,8.75704,8.021519999999999,8.38724,8.38724,13590700.0,Ethereum
2016-04-15,8.38606,8.6162,8.09733,8.24278,8.24278,12179000.0,Ethereum
2016-04-16,8.23588,8.64976,8.11444,8.6095,8.6095,9888460.0,Ethereum
2016-04-17,8.62319,9.702,8.560780000000001,9.3091,9.3091,24619600.0,Ethereum
2016-04-18,9.33273,9.50666,8.49687,9.036,9.036,21084100.0,Ethereum
2016-04-19,9.07533,9.30624,8.595460000000001,8.71488,8.71488,12899100.0,Ethereum
2016-04-20,8.688189999999999,8.825389999999997,8.31376,8.46579,8.46579,15634700.0,Ethereum
2016-04-21,8.45346,8.72183,7.9622199999999985,8.10217,8.10217,13355400.0,Ethereum
2016-04-22,8.14992,8.27232,7.6684800000000015,7.82126,7.82126,13309300.0,Ethereum
2016-04-23,7.79183,8.55293,7.73774,8.294789999999999,8.294789999999999,14565200.0,Ethereum
2016-04-24,8.29343,8.47397,7.959810000000001,8.00135,8.00135,10786400.0,Ethereum
2016-04-25,8.007769999999999,8.0946,7.236510000000001,7.55434,7.55434,18239900.0,Ethereum
2016-04-26,7.52655,7.551819999999998,7.05898,7.39704,7.39704,17667300.0,Ethereum
2016-04-27,7.3883899999999985,7.967739999999999,7.31969,7.75997,7.75997,19254500.0,Ethereum
2016-04-28,7.74069,7.9130699999999985,7.1664,7.17253,7.17253,11576000.0,Ethereum
2016-04-29,7.20703,7.73096,7.1718899999999985,7.457289999999999,7.457289999999999,8762080.0,Ethereum
2016-04-30,7.45391,9.3665,7.45391,8.81398,8.81398,36573300.0,Ethereum
2016-05-01,8.77508,9.01178,8.432360000000001,8.8465,8.8465,16713800.0,Ethereum
2016-05-02,8.89424,10.3215,8.850719999999997,10.1632,10.1632,41019200.0,Ethereum
2016-05-03,10.1651,10.1651,9.2798,9.31127,9.31127,21463900.0,Ethereum
2016-05-04,9.38287,10.0341,9.26752,9.41377,9.41377,17622400.0,Ethereum
2016-05-05,9.39673,10.046,9.29212,9.8261,9.8261,18296200.0,Ethereum
2016-05-06,9.80961,9.95219,9.03701,9.34664,9.34664,21510600.0,Ethereum
2016-05-07,9.31565,9.47579,9.2121,9.37051,9.37051,10806500.0,Ethereum
2016-05-08,9.3729,9.5975,8.926860000000003,9.48293,9.48293,15031000.0,Ethereum
2016-05-09,9.49404,9.64116,9.2037,9.29773,9.29773,13085300.0,Ethereum
