,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
217,2015-04-22,214.78867097303376,-6151.682859438571,4391.747867304984,214.78867097303376,214.78867097303376,-826.552163216662,-826.552163216662,-826.552163216662,23.856484388942125,23.856484388942125,23.856484388942125,-850.4086476056043,-850.4086476056043,-850.4086476056043,0.0,0.0,0.0,-611.7634922436283
218,2015-04-23,215.37599234584474,-5734.023248538959,4611.617751325354,215.37599234584474,215.37599234584474,-793.4845829365278,-793.4845829365278,-793.4845829365278,11.591737013870443,11.591737013870443,11.591737013870443,-805.0763199503982,-805.0763199503982,-805.0763199503982,0.0,0.0,0.0,-578.108590590683
219,2015-04-24,215.96331371865568,-5261.042893403183,4195.436302483669,215.96331371865568,215.96331371865568,-768.086235525611,-768.086235525611,-768.086235525611,-3.880959705482455,-3.880959705482455,-3.880959705482455,-764.2052758201285,-764.2052758201285,-764.2052758201285,0.0,0.0,0.0,-552.1229218069552
220,2015-04-25,216.55063509146666,-5453.215127613942,4741.629336505738,216.55063509146663,216.55063509146663,-740.6832819878742,-740.6832819878742,-740.6832819878742,-12.55516155559929,-12.55516155559929,-12.55516155559929,-728.1281204322748,-728.1281204322748,-728.1281204322748,0.0,0.0,0.0,-524.1326468964076
221,2015-04-26,217.1379564642776,-5801.475864712052,4418.829885283343,217.1379564642776,217.1379564642776,-734.8204740780628,-734.8204740780628,-734.8204740780628,-37.780783190894255,-37.780783190894255,-37.780783190894255,-697.0396908871686,-697.0396908871686,-697.0396908871686,0.0,0.0,0.0,-517.6825176137852
222,2015-04-27,217.72527783708856,-5756.408206723985,4450.303667563972,217.72527783708856,217.72527783708856,-656.0221969864903,-656.0221969864903,-656.0221969864903,14.979410154070468,14.979410154070468,14.979410154070468,-671.0016071405607,-671.0016071405607,-671.0016071405607,0.0,0.0,0.0,-438.2969191494017
223,2015-04-28,218.31259920989953,-5298.622989527457,4831.768351633434,218.31259920989953,218.31259920989953,-646.1604385539938,-646.1604385539938,-646.1604385539938,3.789272895108194,3.789272895108194,3.789272895108194,-649.9497114491021,-649.9497114491021,-649.9497114491021,0.0,0.0,0.0,-427.84783934409427
224,2015-04-29,218.89992058271048,-5616.268970055733,4690.353695842396,218.89992058271048,218.89992058271048,-609.8476679977347,-609.8476679977347,-609.8476679977347,23.856484388920165,23.856484388920165,23.856484388920165,-633.7041523866549,-633.7041523866549,-633.7041523866549,0.0,0.0,0.0,-390.9477474150242
225,2015-04-30,219.48724195552143,-5905.946505193469,4525.583397645,219.48724195552143,219.48724195552143,-610.3900693854076,-610.3900693854076,-610.3900693854076,11.591737013909672,11.591737013909672,11.591737013909672,-621.9818063993174,-621.9818063993174,-621.9818063993174,0.0,0.0,0.0,-390.9028274298862
226,2015-05-01,220.07456332833237,-5693.016247718965,4926.37369182484,220.07456332833237,220.07456332833237,-618.2916345587835,-618.2916345587835,-618.2916345587835,-3.8809597055215472,-3.8809597055215472,-3.8809597055215472,-614.4106748532619,-614.4106748532619,-614.4106748532619,0.0,0.0,0.0,-398.2170712304511
227,2015-05-02,220.66188470114335,-5461.36574310173,4345.247282940689,220.66188470114335,220.66188470114335,-623.1010107132173,-623.1010107132173,-623.1010107132173,-12.555161555518193,-12.555161555518193,-12.555161555518193,-610.5458491576991,-610.5458491576991,-610.5458491576991,0.0,0.0,0.0,-402.439126012074
228,2015-05-03,221.24920771257678,-5095.110968770481,4681.092893622732,221.24920771257678,221.24920771257678,-647.6673851923975,-647.6673851923975,-647.6673851923975,-37.78078319085377,-37.78078319085377,-37.78078319085377,-609.8866020015438,-609.8866020015438,-609.8866020015438,0.0,0.0,0.0,-426.41817747982077
229,2015-05-04,221.83653072401017,-5348.375554312166,4733.78781406935,221.83653072401017,221.83653072401017,-596.9147298279174,-596.9147298279174,-596.9147298279174,14.979410154077463,14.979410154077463,14.979410154077463,-611.8941399819948,-611.8941399819948,-611.8941399819948,0.0,0.0,0.0,-375.07819910390725
230,2015-05-05,222.4238537354436,-5439.6778311089165,5056.760115658267,222.4238537354436,222.4238537354436,-612.2202696218203,-612.2202696218203,-612.2202696218203,3.7892728950594465,3.7892728950594465,3.7892728950594465,-616.0095425168796,-616.0095425168796,-616.0095425168796,0.0,0.0,0.0,-389.79641588637674
231,2015-05-06,223.01117674687703,-5213.987803859981,4992.645212838471,223.01117674687703,223.01117674687703,-597.8149298210545,-597.8149298210545,-597.8149298210545,23.856484388991813,23.856484388991813,23.856484388991813,-621.6714142100462,-621.6714142100462,-621.6714142100462,0.0,0.0,0.0,-374.8037530741775
232,2015-05-07,223.5984997583105,-5431.89102793644,4863.125266826653,223.5984997583105,223.5984997583105,-616.741055671052,-616.741055671052,-616.741055671052,11.591737013930283,11.591737013930283,11.591737013930283,-628.3327926849822,-628.3327926849822,-628.3327926849822,0.0,0.0,0.0,-393.1425559127415
233,2015-05-08,224.18582276974394,-5550.14423075852,4385.539896991234,224.18582276974394,224.18582276974394,-639.357840606218,-639.357840606218,-639.357840606218,-3.8809597054595564,-3.8809597054595564,-3.8809597054595564,-635.4768809007584,-635.4768809007584,-635.4768809007584,0.0,0.0,0.0,-415.1720178364741
234,2015-05-09,224.77314578117736,-5664.345810827117,4568.426804917246,224.77314578117736,224.77314578117736,-655.1863729181539,-655.1863729181539,-655.1863729181539,-12.555161555590606,-12.555161555590606,-12.555161555590606,-642.6312113625632,-642.6312113625632,-642.6312113625632,0.0,0.0,0.0,-430.4132271369765
235,2015-05-10,225.3604687926108,-5516.146378274696,4831.393491642911,225.3604687926108,225.3604687926108,-687.1606815250404,-687.1606815250404,-687.1606815250404,-37.78078319085051,-37.78078319085051,-37.78078319085051,-649.3798983341899,-649.3798983341899,-649.3798983341899,0.0,0.0,0.0,-461.80021273242966
236,2015-05-11,225.9477918040442,-5157.801779799742,4834.807224063635,225.9477918040442,225.9477918040442,-640.3942816626898,-640.3942816626898,-640.3942816626898,14.979410154051843,14.979410154051843,14.979410154051843,-655.3736918167416,-655.3736918167416,-655.3736918167416,0.0,0.0,0.0,-414.4464898586456
237,2015-05-12,226.5351148154776,-5618.155475747809,4629.864800099705,226.53511481547758,226.53511481547758,-656.5483391405236,-656.5483391405236,-656.5483391405236,3.789272895075612,3.789272895075612,3.789272895075612,-660.3376120355991,-660.3376120355991,-660.3376120355991,0.0,0.0,0.0,-430.01322432504594
238,2015-05-13,227.12243782691104,-5415.477175491941,4627.898943805729,227.12243782691104,227.12243782691104,-640.2195292773794,-640.2195292773794,-640.2195292773794,23.856484388881043,23.856484388881043,23.856484388881043,-664.0760136662605,-664.0760136662605,-664.0760136662605,0.0,0.0,0.0,-413.0970914504683
239,2015-05-14,227.70976083834447,-5542.890696855209,4685.916462570996,227.70976083834447,227.70976083834447,-654.8832660467556,-654.8832660467556,-654.8832660467556,11.591737013845506,11.591737013845506,11.591737013845506,-666.4750030606011,-666.4750030606011,-666.4750030606011,0.0,0.0,0.0,-427.17350520841114
240,2015-05-15,228.2970838497779,-6014.818885202336,4495.576373270815,228.2970838497779,228.2970838497779,-671.383166919465,-671.383166919465,-671.383166919465,-3.8809597055997287,-3.8809597055997287,-3.8809597055997287,-667.5022072138653,-667.5022072138653,-667.5022072138653,0.0,0.0,0.0,-443.0860830696871
241,2015-05-16,228.88440686121132,-5870.627866814235,4439.769738296967,228.88440686121132,228.88440686121132,-679.7591296131442,-679.7591296131442,-679.7591296131442,-12.55516155562686,-12.55516155562686,-12.55516155562686,-667.2039680575173,-667.2039680575173,-667.2039680575173,0.0,0.0,0.0,-450.87472275193284
242,2015-05-17,229.47172987264474,-5193.139238950662,4940.3977348056105,229.47172987264474,229.47172987264474,-703.4808909341355,-703.4808909341355,-703.4808909341355,-37.780783190911876,-37.780783190911876,-37.780783190911876,-665.7001077432236,-665.7001077432236,-665.7001077432236,0.0,0.0,0.0,-474.0091610614907
243,2015-05-18,230.05905288407814,-5505.696146438021,5054.977355441413,230.05905288407814,230.05905288407814,-648.1970677644547,-648.1970677644547,-648.1970677644547,14.979410154068509,14.979410154068509,14.979410154068509,-663.1764779185233,-663.1764779185233,-663.1764779185233,0.0,0.0,0.0,-418.13801488037655
244,2015-05-19,230.64637589551157,-5506.814627943491,4757.962319150032,230.64637589551157,230.64637589551157,-656.0862937877561,-656.0862937877561,-656.0862937877561,3.7892728950917833,3.7892728950917833,3.7892728950917833,-659.8755666828479,-659.8755666828479,-659.8755666828479,0.0,0.0,0.0,-425.43991789224447
245,2015-05-20,231.233698906945,-5315.061194181752,4510.778616229684,231.233698906945,231.233698906945,-632.2290048885637,-632.2290048885637,-632.2290048885637,23.856484388947905,23.856484388947905,23.856484388947905,-656.0854892775117,-656.0854892775117,-656.0854892775117,0.0,0.0,0.0,-400.99530598161874
246,2015-05-21,231.82102191837848,-5675.741956802508,4732.184297246349,231.82102191837848,231.82102191837848,-640.5359941377814,-640.5359941377814,-640.5359941377814,11.59173701398081,11.59173701398081,11.59173701398081,-652.1277311517621,-652.1277311517621,-652.1277311517621,0.0,0.0,0.0,-408.71497221940285
247,2015-05-22,232.4083449298119,-5241.387246205015,4504.349337010047,232.4083449298119,232.4083449298119,-652.225003399757,-652.225003399757,-652.225003399757,-3.880959705493455,-3.880959705493455,-3.880959705493455,-648.3440436942636,-648.3440436942636,-648.3440436942636,0.0,0.0,0.0,-419.81665846994514
248,2015-05-23,232.99566794124527,-5667.674180985137,4713.144977117428,232.99566794124527,232.99566794124527,-657.6380743142836,-657.6380743142836,-657.6380743142836,-12.555161555622519,-12.555161555622519,-12.555161555622519,-645.0829127586611,-645.0829127586611,-645.0829127586611,0.0,0.0,0.0,-424.6424063730383
249,2015-05-24,233.5829909526787,-5474.449386837002,4794.813100636718,233.5829909526787,233.5829909526787,-680.4668108326447,-680.4668108326447,-680.4668108326447,-37.780783190908615,-37.780783190908615,-37.780783190908615,-642.686027641736,-642.686027641736,-642.686027641736,0.0,0.0,0.0,-446.883819879966
250,2015-05-25,234.17031396411213,-5411.608585512843,4904.643983089499,234.17031396411213,234.17031396411213,-626.4957630603919,-626.4957630603919,-626.4957630603919,14.97941015409485,14.97941015409485,14.97941015409485,-641.4751732144867,-641.4751732144867,-641.4751732144867,0.0,0.0,0.0,-392.32544909627984
251,2015-05-26,234.75763697554552,-5240.991603090248,4790.483814279601,234.75763697554552,234.75763697554552,-637.9506777678649,-637.9506777678649,-637.9506777678649,3.789272895107947,3.789272895107947,3.789272895107947,-641.7399506629729,-641.7399506629729,-641.7399506629729,0.0,0.0,0.0,-403.1930407923194
252,2015-05-27,235.344959986979,-5667.690638206647,4753.946843584358,235.344959986979,235.344959986979,-619.870218920364,-619.870218920364,-619.870218920364,23.85648438901955,23.85648438901955,23.85648438901955,-643.7267033093835,-643.7267033093835,-643.7267033093835,0.0,0.0,0.0,-384.525258933385
253,2015-05-28,235.93228299841243,-5200.5808828324325,5045.070408426097,235.93228299841243,235.93228299841243,-636.0372471294429,-636.0372471294429,-636.0372471294429,11.591737013896033,11.591737013896033,11.591737013896033,-647.6289841433389,-647.6289841433389,-647.6289841433389,0.0,0.0,0.0,-400.10496413103044
254,2015-05-29,236.51960600984586,-5364.353211121638,4697.111703724466,236.51960600984586,236.51960600984586,-657.4608118916296,-657.4608118916296,-657.4608118916296,-3.8809597055325478,-3.8809597055325478,-3.8809597055325478,-653.5798521860971,-653.5798521860971,-653.5798521860971,0.0,0.0,0.0,-420.9412058817838
255,2015-05-30,237.10692902127929,-5421.430143605557,5010.018287225479,237.10692902127929,237.10692902127929,-674.2013886744464,-674.2013886744464,-674.2013886744464,-12.555161555618172,-12.555161555618172,-12.555161555618172,-661.6462271188283,-661.6462271188283,-661.6462271188283,0.0,0.0,0.0,-437.0944596531672
256,2015-05-31,237.6942520327127,-5528.270802723237,4336.134961686711,237.6942520327127,237.6942520327127,-709.6062506248117,-709.6062506248117,-709.6062506248117,-37.78078319086813,-37.78078319086813,-37.78078319086813,-671.8254674339436,-671.8254674339436,-671.8254674339436,0.0,0.0,0.0,-471.91199859209894
257,2015-06-01,238.28157504414614,-5516.788447548552,4449.372450769024,238.28157504414614,238.28157504414614,-669.0648584473934,-669.0648584473934,-669.0648584473934,14.979410154049884,14.979410154049884,14.979410154049884,-684.0442686014434,-684.0442686014434,-684.0442686014434,0.0,0.0,0.0,-430.7832834032472
258,2015-06-02,238.86889805557954,-5444.782925780602,4610.326800982082,238.86889805557954,238.86889805557954,-694.3706335290786,-694.3706335290786,-694.3706335290786,3.789272895059201,3.789272895059201,3.789272895059201,-698.1599064241378,-698.1599064241378,-698.1599064241378,0.0,0.0,0.0,-455.50173547349914
259,2015-06-03,239.45622106701296,-5489.384820089159,4496.480924365321,239.45622106701296,239.45622106701296,-690.107294573544,-690.107294573544,-690.107294573544,23.85648438891356,23.85648438891356,23.85648438891356,-713.9637789624576,-713.9637789624576,-713.9637789624576,0.0,0.0,0.0,-450.651073506531
260,2015-06-04,240.0435440784464,-5414.693230081504,4296.367636000103,240.0435440784464,240.0435440784464,-719.5953932430073,-719.5953932430073,-719.5953932430073,11.59173701391664,11.59173701391664,11.59173701391664,-731.187130256924,-731.187130256924,-731.187130256924,0.0,0.0,0.0,-479.55184916456085
261,2015-06-05,240.6308670898798,-5863.070686904607,4723.374197647807,240.6308670898798,240.6308670898798,-753.3897323440996,-753.3897323440996,-753.3897323440996,-3.88095970557164,-3.88095970557164,-3.88095970557164,-749.508772638528,-749.508772638528,-749.508772638528,0.0,0.0,0.0,-512.7588652542197
262,2015-06-06,241.21819010131324,-5675.088735795654,4487.810608401975,241.21819010131324,241.21819010131324,-781.1197251581241,-781.1197251581241,-781.1197251581241,-12.555161555613832,-12.555161555613832,-12.555161555613832,-768.5645636025102,-768.5645636025102,-768.5645636025102,0.0,0.0,0.0,-539.9015350568109
263,2015-06-07,241.80551311274667,-5787.555629547431,4147.105166052274,241.80551311274667,241.80551311274667,-825.7391230645891,-825.7391230645891,-825.7391230645891,-37.78078319093441,-37.78078319093441,-37.78078319093441,-787.9583398736546,-787.9583398736546,-787.9583398736546,0.0,0.0,0.0,-583.9336099518424
264,2015-06-08,242.3928361241801,-5634.903341067498,4347.501052906876,242.3928361241801,242.3928361241801,-792.2945567540887,-792.2945567540887,-792.2945567540887,14.979410154076225,14.979410154076225,14.979410154076225,-807.2739669081649,-807.2739669081649,-807.2739669081649,0.0,0.0,0.0,-549.9017206299086
265,2015-06-09,242.98015913561352,-5810.757503008751,4404.024473520104,242.98015913561352,242.98015913561352,-822.2988551229793,-822.2988551229793,-822.2988551229793,3.7892728950753676,3.7892728950753676,3.7892728950753676,-826.0881280180546,-826.0881280180546,-826.0881280180546,0.0,0.0,0.0,-579.3186959873658
266,2015-06-10,243.56748214704697,-5651.141932343802,4753.980576735906,243.56748214704697,243.56748214704697,-820.126970139745,-820.126970139745,-820.126970139745,23.856484388980427,23.856484388980427,23.856484388980427,-843.9834545287255,-843.9834545287255,-843.9834545287255,0.0,0.0,0.0,-576.559487992698
267,2015-06-11,244.1548051584804,-5672.090752731187,4523.184087693615,244.1548051584804,244.1548051584804,-848.9698505707502,-848.9698505707502,-848.9698505707502,11.591737013831867,11.591737013831867,11.591737013831867,-860.5615875845821,-860.5615875845821,-860.5615875845821,0.0,0.0,0.0,-604.8150454122698
268,2015-06-12,244.74212816991383,-5844.5342664658965,4483.592398352279,244.74212816991383,244.74212816991383,-879.3367234026468,-879.3367234026468,-879.3367234026468,-3.8809597055664433,-3.8809597055664433,-3.8809597055664433,-875.4557636970804,-875.4557636970804,-875.4557636970804,0.0,0.0,0.0,-634.594595232733
269,2015-06-13,245.32945118134725,-5590.170898924718,4658.2771493584005,245.32945118134725,245.32945118134725,-900.8976914129678,-900.8976914129678,-900.8976914129678,-12.555161555613934,-12.555161555613934,-12.555161555613934,-888.3425298573538,-888.3425298573538,-888.3425298573538,0.0,0.0,0.0,-655.5682402316205
270,2015-06-14,245.91677419278068,-5659.347936584526,4041.573500607936,245.91677419278068,245.91677419278068,-936.7330028018376,-936.7330028018376,-936.7330028018376,-37.78078319089393,-37.78078319089393,-37.78078319089393,-898.9522196109438,-898.9522196109438,-898.9522196109438,0.0,0.0,0.0,-690.8162286090569
271,2015-06-15,246.5040972042141,-5968.63370488995,4430.9985669716,246.5040972042141,246.5040972042141,-892.0984479886262,-892.0984479886262,-892.0984479886262,14.979410154092891,14.979410154092891,14.979410154092891,-907.077858142719,-907.077858142719,-907.077858142719,0.0,0.0,0.0,-645.5943507844121
272,2015-06-16,247.09142021564753,-5666.377813990216,4785.062316252981,247.09142021564753,247.09142021564753,-908.7929382175573,-908.7929382175573,-908.7929382175573,3.7892728950915378,3.7892728950915378,3.7892728950915378,-912.5822111126489,-912.5822111126489,-912.5822111126489,0.0,0.0,0.0,-661.7015180019098
273,2015-06-17,247.67874322708093,-5358.409376062206,4644.101283951759,247.67874322708093,247.67874322708093,-891.5462628991642,-891.5462628991642,-891.5462628991642,23.856484388963253,23.856484388963253,23.856484388963253,-915.4027472881274,-915.4027472881274,-915.4027472881274,0.0,0.0,0.0,-643.8675196720833
274,2015-06-18,248.26606623851436,-5741.294937626777,4278.993050805363,248.26606623851436,248.26606623851436,-903.9626103660981,-903.9626103660981,-903.9626103660981,11.591737013967169,11.591737013967169,11.591737013967169,-915.5543473800652,-915.5543473800652,-915.5543473800652,0.0,0.0,0.0,-655.6965441275838
275,2015-06-19,248.85338924994778,-5431.768259852144,4137.511145212813,248.85338924994778,248.85338924994778,-917.010618699153,-917.010618699153,-917.010618699153,-3.8809597055044573,-3.8809597055044573,-3.8809597055044573,-913.1296589936486,-913.1296589936486,-913.1296589936486,0.0,0.0,0.0,-668.1572294492053
276,2015-06-20,249.4407122613812,-5649.051194620843,4455.6071525803,249.4407122613812,249.4407122613812,-920.852229898759,-920.852229898759,-920.852229898759,-12.555161555532838,-12.555161555532838,-12.555161555532838,-908.2970683432262,-908.2970683432262,-908.2970683432262,0.0,0.0,0.0,-671.4115176373778
277,2015-06-21,250.02803527281463,-5978.933439465547,4119.477846882372,250.02803527281463,250.02803527281463,-939.0771143810445,-939.0771143810445,-939.0771143810445,-37.780783190853434,-37.780783190853434,-37.780783190853434,-901.296331190191,-901.296331190191,-901.296331190191,0.0,0.0,0.0,-689.0490791082298
278,2015-06-22,250.61535828424806,-5511.298346402437,4386.045008151054,250.61535828424806,250.61535828424806,-877.4525661315373,-877.4525661315373,-877.4525661315373,14.979410154109559,14.979410154109559,14.979410154109559,-892.4319762856468,-892.4319762856468,-892.4319762856468,0.0,0.0,0.0,-626.8372078472893
279,2015-06-23,251.2026812956815,-6071.482387095569,4425.725136954532,251.2026812956815,251.2026812956815,-878.275389395072,-878.275389395072,-878.275389395072,3.7892728950974472,3.7892728950974472,3.7892728950974472,-882.0646622901695,-882.0646622901695,-882.0646622901695,0.0,0.0,0.0,-627.0727080993905
280,2015-06-24,251.79000430711494,-5866.636617260624,4406.885189126446,251.79000430711494,251.79000430711494,-846.7442473410459,-846.7442473410459,-846.7442473410459,23.856484388941297,23.856484388941297,23.856484388941297,-870.6007317299873,-870.6007317299873,-870.6007317299873,0.0,0.0,0.0,-594.954243033931
281,2015-06-25,252.37732731854837,-5595.801207967075,4620.45682548906,252.37732731854837,252.37732731854837,-846.8885241217255,-846.8885241217255,-846.8885241217255,11.591737013882394,11.591737013882394,11.591737013882394,-858.480261135608,-858.480261135608,-858.480261135608,0.0,0.0,0.0,-594.5111968031771
282,2015-06-26,252.9646503299818,-5442.5292521218935,4409.713886348854,252.9646503299818,252.9646503299818,-850.0449131766826,-850.0449131766826,-850.0449131766826,-3.8809597056446283,-3.8809597056446283,-3.8809597056446283,-846.163953471038,-846.163953471038,-846.163953471038,0.0,0.0,0.0,-597.0802628467009
283,2015-06-27,253.55197334141522,-5564.801053887397,4462.753249567437,253.55197334141522,253.55197334141522,-846.674417406667,-846.674417406667,-846.674417406667,-12.555161555605244,-12.555161555605244,-12.555161555605244,-834.1192558510617,-834.1192558510617,-834.1192558510617,0.0,0.0,0.0,-593.1224440652518
284,2015-06-28,254.13929635284865,-5480.878154866189,4502.775942073141,254.13929635284865,254.13929635284865,-860.5868944615654,-860.5868944615654,-860.5868944615654,-37.78078319088248,-37.78078319088248,-37.78078319088248,-822.8061112706829,-822.8061112706829,-822.8061112706829,0.0,0.0,0.0,-606.4475981087168
285,2015-06-29,254.72661936428207,-5814.246807717956,4536.552698336491,254.72661936428207,254.72661936428207,-797.6833566683562,-797.6833566683562,-797.6833566683562,14.979410154074266,14.979410154074266,14.979410154074266,-812.6627668224305,-812.6627668224305,-812.6627668224305,0.0,0.0,0.0,-542.9567373040741
286,2015-06-30,255.3139423757155,-5649.496225352884,4353.548831655729,255.3139423757155,255.3139423757155,-800.3027893206107,-800.3027893206107,-800.3027893206107,3.789272895048693,3.789272895048693,3.789272895048693,-804.0920622156593,-804.0920622156593,-804.0920622156593,0.0,0.0,0.0,-544.9888469448952
287,2015-07-01,255.90126538714892,-5703.393134792924,4513.7834868378095,255.90126538714892,255.90126538714892,-773.5921268691275,-773.5921268691275,-773.5921268691275,23.856484388919338,23.856484388919338,23.856484388919338,-797.4486112580469,-797.4486112580469,-797.4486112580469,0.0,0.0,0.0,-517.6908614819786
288,2015-07-02,256.48858839858235,-5588.249772892845,4240.8723905865345,256.48858839858235,256.48858839858235,-781.4355285680176,-781.4355285680176,-781.4355285680176,11.59173701379762,11.59173701379762,11.59173701379762,-793.0272655818153,-793.0272655818153,-793.0272655818153,0.0,0.0,0.0,-524.9469401694353
289,2015-07-03,257.07591141001575,-5342.44146030737,4570.997182782858,257.07591141001575,257.07591141001575,-794.9341746637472,-794.9341746637472,-794.9341746637472,-3.88095970558264,-3.88095970558264,-3.88095970558264,-791.0532149581645,-791.0532149581645,-791.0532149581645,0.0,0.0,0.0,-537.8582632537314
290,2015-07-04,257.6632344214492,-5708.958633967367,4922.963034205134,257.6632344214492,257.6632344214492,-804.2291945590756,-804.2291945590756,-804.2291945590756,-12.555161555564748,-12.555161555564748,-12.555161555564748,-791.6740330035109,-791.6740330035109,-791.6740330035109,0.0,0.0,0.0,-546.5659601376265
291,2015-07-05,258.2505574328826,-5526.249230362934,4889.439480402157,258.2505574328826,258.2505574328826,-832.7347054431576,-832.7347054431576,-832.7347054431576,-37.78078319087923,-37.78078319087923,-37.78078319087923,-794.9539222522784,-794.9539222522784,-794.9539222522784,0.0,0.0,0.0,-574.484148010275
292,2015-07-06,258.837880444316,-5888.398586317652,4278.038941913035,258.837880444316,258.837880444316,-785.8909398524793,-785.8909398524793,-785.8909398524793,14.979410154100604,14.979410154100604,14.979410154100604,-800.87035000658,-800.87035000658,-800.87035000658,0.0,0.0,0.0,-527.0530594081633
293,2015-07-07,259.42520345574945,-5511.086914356245,4563.532211738673,259.42520345574945,259.42520345574945,-805.5239249868742,-805.5239249868742,-805.5239249868742,3.7892728951195234,3.7892728951195234,3.7892728951195234,-809.3131978819937,-809.3131978819937,-809.3131978819937,0.0,0.0,0.0,-546.0987215311247
294,2015-07-08,260.0125264671829,-5425.269303853471,4525.662883980548,260.0125264671829,260.0125264671829,-796.2299911428129,-796.2299911428129,-796.2299911428129,23.856484388986203,23.856484388986203,23.856484388986203,-820.0864755317991,-820.0864755317991,-820.0864755317991,0.0,0.0,0.0,-536.21746467563
295,2015-07-09,260.59984947861636,-5553.283485275301,4697.136613586501,260.59984947861636,260.59984947861636,-821.3208377106159,-821.3208377106159,-821.3208377106159,11.591737013932923,11.591737013932923,11.591737013932923,-832.9125747245489,-832.9125747245489,-832.9125747245489,0.0,0.0,0.0,-560.7209882319996
296,2015-07-10,261.18717249004976,-5654.812121491733,4737.6919686933925,261.18717249004976,261.18717249004976,-851.3199256717319,-851.3199256717319,-851.3199256717319,-3.880959705577449,-3.880959705577449,-3.880959705577449,-847.4389659661545,-847.4389659661545,-847.4389659661545,0.0,0.0,0.0,-590.1327531816821
297,2015-07-11,261.77449550148316,-5623.287715337664,4640.553318861723,261.77449550148316,261.77449550148316,-875.8023298647054,-875.8023298647054,-875.8023298647054,-12.555161555560407,-12.555161555560407,-12.555161555560407,-863.2471683091451,-863.2471683091451,-863.2471683091451,0.0,0.0,0.0,-614.0278343632222
298,2015-07-12,262.36181851291656,-6144.588153039673,4683.405882462894,262.36181851291656,262.36181851291656,-917.6445392050852,-917.6445392050852,-917.6445392050852,-37.78078319087597,-37.78078319087597,-37.78078319087597,-879.8637560142091,-879.8637560142091,-879.8637560142091,0.0,0.0,0.0,-655.2827206921686
299,2015-07-13,262.94914152435,-5661.131967972002,4685.11453460927,262.94914152435,262.94914152435,-881.7936950802682,-881.7936950802682,-881.7936950802682,14.9794101541076,14.9794101541076,14.9794101541076,-896.7731052343757,-896.7731052343757,-896.7731052343757,0.0,0.0,0.0,-618.8445535559182
300,2015-07-14,263.53646453578347,-5985.371864703418,4188.537262853154,263.53646453578347,263.53646453578347,-909.6422588137509,-909.6422588137509,-909.6422588137509,3.7892728950707744,3.7892728950707744,3.7892728950707744,-913.4315317088218,-913.4315317088218,-913.4315317088218,0.0,0.0,0.0,-646.1057942779674
301,2015-07-15,264.12378754721686,-5634.851871818542,4142.03402872824,264.12378754721686,264.12378754721686,-905.4259436927034,-905.4259436927034,-905.4259436927034,23.856484388969033,23.856484388969033,23.856484388969033,-929.2824280816723,-929.2824280816723,-929.2824280816723,0.0,0.0,0.0,-641.3021561454866
302,2015-07-16,264.7111105586503,-5579.116081786389,4135.45488143322,264.7111105586503,264.7111105586503,-932.1802411799131,-932.1802411799131,-932.1802411799131,11.591737013848146,11.591737013848146,11.591737013848146,-943.7719781937614,-943.7719781937614,-943.7719781937614,0.0,0.0,0.0,-667.4691306212628
303,2015-07-17,265.2984335700837,-5923.011788219268,4489.360669530492,265.2984335700837,265.2984335700837,-960.2459661553293,-960.2459661553293,-960.2459661553293,-3.8809597054711746,-3.8809597054711746,-3.8809597054711746,-956.3650064498581,-956.3650064498581,-956.3650064498581,0.0,0.0,0.0,-694.9475325852455
304,2015-07-18,265.8857565762698,-5690.6382218377385,4207.61332002265,265.8857565762698,265.8857565762698,-979.1156753077559,-979.1156753077559,-979.1156753077559,-12.555161555556063,-12.555161555556063,-12.555161555556063,-966.5605137522,-966.5605137522,-966.5605137522,0.0,0.0,0.0,-713.2299187314861
305,2015-07-19,266.4730795824559,-5720.831007687356,4390.236800287539,266.4730795824559,266.4730795824559,-1011.6872409381599,-1011.6872409381599,-1011.6872409381599,-37.78078319083548,-37.78078319083548,-37.78078319083548,-973.9064577473242,-973.9064577473242,-973.9064577473242,0.0,0.0,0.0,-745.2141613557039
306,2015-07-20,267.060402588642,-5682.267435462357,4872.89975367035,267.060402588642,267.060402588642,-963.0339439321889,-963.0339439321889,-963.0339439321889,14.979410154081982,14.979410154081982,14.979410154081982,-978.013354086271,-978.013354086271,-978.013354086271,0.0,0.0,0.0,-695.9735413435469
307,2015-07-21,267.64772559482805,-5676.503422862015,4339.18101812165,267.64772559482805,267.64772559482805,-974.7770336948385,-974.7770336948385,-974.7770336948385,3.789272895086941,3.789272895086941,3.789272895086941,-978.5663065899253,-978.5663065899253,-978.5663065899253,0.0,0.0,0.0,-707.1293081000103
308,2015-07-22,268.23504860101406,-5961.230360307242,4370.138271878817,268.23504860101406,268.23504860101406,-951.4786323334692,-951.4786323334692,-951.4786323334692,23.856484388947074,23.856484388947074,23.856484388947074,-975.3351167224164,-975.3351167224164,-975.3351167224164,0.0,0.0,0.0,-683.2435837324551
