,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,Crypto Name,Ticker
0,2016-03-18,-8.291140476600654,-17.893544122193568,35.86564421802996,-8.291140476600654,-8.291140476600654,16.771237130166575,16.771237130166575,16.771237130166575,-0.37381997999877353,-0.37381997999877353,-0.37381997999877353,17.145057110165347,17.145057110165347,17.145057110165347,0.0,0.0,0.0,8.480096653565921,Litecoin,LTC
1,2016-03-19,-8.122582705175317,-17.308425218591616,35.07005936285208,-8.122582705175317,-8.122582705175317,16.6100622088829,16.6100622088829,16.6100622088829,0.574973359611769,0.574973359611769,0.574973359611769,16.035088849271133,16.035088849271133,16.035088849271133,0.0,0.0,0.0,8.487479503707585,Litecoin,LTC
2,2016-03-20,-7.954024933749976,-20.187289982179408,34.93250598491413,-7.954024933749976,-7.954024933749976,15.236961257884756,15.236961257884756,15.236961257884756,0.22677696113897033,0.22677696113897033,0.22677696113897033,15.010184296745788,15.010184296745788,15.010184296745788,0.0,0.0,0.0,7.28293632413478,Litecoin,LTC
3,2016-03-21,-7.785467162324637,-20.681446403635363,31.550571033055125,-7.785467162324637,-7.785467162324637,14.144137168689163,14.144137168689163,14.144137168689163,0.07184832239347613,0.07184832239347613,0.07184832239347613,14.072288846295686,14.072288846295686,14.072288846295686,0.0,0.0,0.0,6.358670006364526,Litecoin,LTC
4,2016-03-22,-7.6169093908992975,-20.675224387738773,33.92580514734257,-7.6169093908992975,-7.6169093908992975,13.564431416871193,13.564431416871193,13.564431416871193,0.3427008466191328,0.3427008466191328,0.3427008466191328,13.221730570252063,13.221730570252063,13.221730570252063,0.0,0.0,0.0,5.947522025971895,Litecoin,LTC
5,2016-03-23,-7.448351619473958,-20.3406820987209,31.565672558294676,-7.448351619473958,-7.448351619473958,12.412912914323803,12.412912914323803,12.412912914323803,-0.04443569458425398,-0.04443569458425398,-0.04443569458425398,12.45734860890806,12.45734860890806,12.45734860890806,0.0,0.0,0.0,4.964561294849845,Litecoin,LTC
6,2016-03-24,-7.279793848048619,-22.94852013865654,30.753129521134372,-7.279793848048619,-7.279793848048619,10.978607359874648,10.978607359874648,10.978607359874648,-0.798043815179842,-0.798043815179842,-0.798043815179842,11.776651175054488,11.776651175054488,11.776651175054488,0.0,0.0,0.0,3.698813511826029,Litecoin,LTC
7,2016-03-25,-7.11123607662328,-24.72250016654295,32.182580724825264,-7.11123607662328,-7.11123607662328,10.802177925837906,10.802177925837906,10.802177925837906,-0.3738199799999338,-0.3738199799999338,-0.3738199799999338,11.17599790583784,11.17599790583784,11.17599790583784,0.0,0.0,0.0,3.690941849214626,Litecoin,LTC
8,2016-03-26,-6.9426783051979415,-22.245861805764648,31.158977122286622,-6.9426783051979415,-6.9426783051979415,11.225774105292984,11.225774105292984,11.225774105292984,0.5749733596121211,0.5749733596121211,0.5749733596121211,10.650800745680865,10.650800745680865,10.650800745680865,0.0,0.0,0.0,4.283095800095043,Litecoin,LTC
9,2016-03-27,-6.774120533772601,-24.00927472598625,30.927517172483153,-6.774120533772601,-6.774120533772601,10.42251412420376,10.42251412420376,10.42251412420376,0.22677696113849444,0.22677696113849444,0.22677696113849444,10.195737163065267,10.195737163065267,10.195737163065267,0.0,0.0,0.0,3.6483935904311586,Litecoin,LTC
10,2016-03-28,-6.605562762347263,-23.26927353068993,33.46727445828108,-6.605562762347263,-6.605562762347263,9.876817623111428,9.876817623111428,9.876817623111428,0.07184832239330499,0.07184832239330499,0.07184832239330499,9.804969300718122,9.804969300718122,9.804969300718122,0.0,0.0,0.0,3.2712548607641656,Litecoin,LTC
11,2016-03-29,-6.437004990921923,-22.828150793353466,29.90487687122628,-6.437004990921923,-6.437004990921923,9.815063484049649,9.815063484049649,9.815063484049649,0.34270084661933686,0.34270084661933686,0.34270084661933686,9.472362637430313,9.472362637430313,9.472362637430313,0.0,0.0,0.0,3.3780584931277255,Litecoin,LTC
12,2016-03-30,-6.268447219496584,-23.808633890721932,28.1607946096395,-6.268447219496584,-6.268447219496584,9.147262205484028,9.147262205484028,9.147262205484028,-0.044435694583167894,-0.044435694583167894,-0.044435694583167894,9.191697900067194,9.191697900067194,9.191697900067194,0.0,0.0,0.0,2.878814985987444,Litecoin,LTC
13,2016-03-31,-6.099889448071245,-24.47182860339273,28.598921670175415,-6.099889448071245,-6.099889448071245,8.15882648527071,8.15882648527071,8.15882648527071,-0.7980438151799579,-0.7980438151799579,-0.7980438151799579,8.956870300450667,8.956870300450667,8.956870300450667,0.0,0.0,0.0,2.058937037199465,Litecoin,LTC
14,2016-04-01,-5.931331676645906,-26.505159874949687,29.036107944322115,-5.931331676645906,-5.931331676645906,8.388250693083783,8.388250693083783,8.388250693083783,-0.37381997999946803,-0.37381997999946803,-0.37381997999946803,8.762070673083253,8.762070673083253,8.762070673083253,0.0,0.0,0.0,2.456919016437878,Litecoin,LTC
15,2016-04-02,-5.762773905220566,-23.460136599416508,29.713916291489557,-5.762773905220566,-5.762773905220566,9.176917100370165,9.176917100370165,9.176917100370165,0.5749733596122982,0.5749733596122982,0.5749733596122982,8.601943740757864,8.601943740757864,8.601943740757864,0.0,0.0,0.0,3.414143195149599,Litecoin,LTC
16,2016-04-03,-5.594216133795227,-23.831568629280287,29.45815780895268,-5.594216133795227,-5.594216133795227,8.698496477215524,8.698496477215524,8.698496477215524,0.22677696113810952,0.22677696113810952,0.22677696113810952,8.471719516077414,8.471719516077414,8.471719516077414,0.0,0.0,0.0,3.1042803434202977,Litecoin,LTC
17,2016-04-04,-5.425658362369888,-24.090487887307177,31.224327423081586,-5.425658362369888,-5.425658362369888,8.439163057333516,8.439163057333516,8.439163057333516,0.07184832239325775,0.07184832239325775,0.07184832239325775,8.367314734940258,8.367314734940258,8.367314734940258,0.0,0.0,0.0,3.013504694963628,Litecoin,LTC
18,2016-04-05,-5.257100590944548,-24.302605761803196,27.786208572318877,-5.257100590944548,-5.257100590944548,8.62810303277168,8.62810303277168,8.62810303277168,0.3427008466188438,0.3427008466188438,0.3427008466188438,8.285402186152835,8.285402186152835,8.285402186152835,0.0,0.0,0.0,3.371002441827132,Litecoin,LTC
19,2016-04-06,-5.088542819519209,-22.368592882587592,30.813440026423173,-5.088542819519209,-5.088542819519209,8.179011126885882,8.179011126885882,8.179011126885882,-0.04443569458208181,-0.04443569458208181,-0.04443569458208181,8.223446821467963,8.223446821467963,8.223446821467963,0.0,0.0,0.0,3.090468307366673,Litecoin,LTC
20,2016-04-07,-4.91998504809387,-25.243280069304166,28.352615897023618,-4.91998504809387,-4.91998504809387,7.381664757009535,7.381664757009535,7.381664757009535,-0.7980438151804348,-0.7980438151804348,-0.7980438151804348,8.179708572189972,8.179708572189972,8.179708572189972,0.0,0.0,0.0,2.461679708915665,Litecoin,LTC
21,2016-04-08,-4.751427276668531,-21.098059082000745,30.23332719182978,-4.751427276668531,-4.751427276668531,7.77939285142314,7.77939285142314,7.77939285142314,-0.3738199799985048,-0.3738199799985048,-0.3738199799985048,8.153212831421646,8.153212831421646,8.153212831421646,0.0,0.0,0.0,3.0279655747546084,Litecoin,LTC
22,2016-04-09,-4.582869505243191,-22.814832755244062,31.274153124634932,-4.582869505243191,-4.582869505243191,8.718663914780864,8.718663914780864,8.718663914780864,0.5749733596125628,0.5749733596125628,0.5749733596125628,8.143690555168302,8.143690555168302,8.143690555168302,0.0,0.0,0.0,4.135794409537673,Litecoin,LTC
23,2016-04-10,-4.4143117338178515,-21.208119074193746,32.0950751988193,-4.4143117338178515,-4.4143117338178515,8.378267822321996,8.378267822321996,8.378267822321996,0.22677696113884155,0.22677696113884155,0.22677696113884155,8.151490861183156,8.151490861183156,8.151490861183156,0.0,0.0,0.0,3.963956088504145,Litecoin,LTC
24,2016-04-11,-4.245753962392513,-21.961053536649768,31.333132270528893,-4.245753962392513,-4.245753962392513,8.249318157799756,8.249318157799756,8.249318157799756,0.07184832239333822,0.07184832239333822,0.07184832239333822,8.17746983540642,8.17746983540642,8.17746983540642,0.0,0.0,0.0,4.003564195407243,Litecoin,LTC
25,2016-04-12,-4.0771961909671735,-23.24956135547887,31.894613247741656,-4.0771961909671735,-4.0771961909671735,8.565560813834116,8.565560813834116,8.565560813834116,0.3427008466194101,0.3427008466194101,0.3427008466194101,8.222859967214708,8.222859967214708,8.222859967214708,0.0,0.0,0.0,4.488364622866943,Litecoin,LTC
26,2016-04-13,-3.908638419541834,-21.513816304765538,32.23839780948156,-3.908638419541834,-3.908638419541834,8.244689511871648,8.244689511871648,8.244689511871648,-0.04443569458244336,-0.04443569458244336,-0.04443569458244336,8.289125206454091,8.289125206454091,8.289125206454091,0.0,0.0,0.0,4.336051092329814,Litecoin,LTC
